V_0,V_1,dV_1,V_2,dV_2
1.65,1.877741935483871,0.01647689392144792,0.02612903225806451,0.004663494288645471
1.6605263157894736,1.8570967741935482,0.009999999999999993,0.02870967741935484,0.003937598585720549
1.6710526315789473,1.8412903225806452,0.007741935483870984,0.04,0.023537337221877033
1.681578947368421,1.821935483870968,0.010679319585320549,0.043548387096774194,0.02889753688253051
1.6921052631578948,1.7967741935483872,0.00989013530113282,0.04,0.012999639793296701
1.7026315789473685,1.7651612903225806,0.013284684052886445,0.03806451612903226,0.0059130008967172125
1.713157894736842,1.6980645161290322,0.008559031717046214,0.0532258064516129,0.018032806270159595
1.7236842105263157,1.5387096774193547,0.01163081056601287,0.04516129032258065,0.00691858406113781
1.7342105263157894,1.1838709677419357,0.01163081056601289,0.04838709677419355,0.004561979233461597
1.7447368421052631,0.8722580645161291,0.006642342026443206,0.0467741935483871,0.004143623412472622
1.7552631578947369,0.525483870967742,0.010645161290322587,0.06161290322580646,0.04139729087739333
1.7657894736842106,0.3329032258064516,0.0074682818727678825,0.05290322580645161,0.011285713344861873
1.7763157894736843,0.19322580645161289,0.00821789625990774,0.05709677419354838,0.010800431640505296
1.786842105263158,0.1038709677419355,0.010180473443909356,0.05,0.006491810257257454
1.7973684210526317,0.06064516129032258,0.007875197171441098,0.049677419354838714,0.012342662238521929
1.8078947368421052,0.0467741935483871,0.008922139797380213,0.06225806451612903,0.030976141334031416
1.818421052631579,0.04129032258064517,0.004029030966708643,0.05,0.00360656125403192
1.8289473684210527,0.0367741935483871,0.009591012095044196,0.05064516129032258,0.0059568339718127075
1.8394736842105264,0.029354838709677415,0.008945435241201321,0.04903225806451614,0.0057343189789132816
1.85,0.0332258064516129,0.013067502645502643,0.05129032258064516,0.005670450268144177
